Actuals,Predicteds
1.0,1.15629247099
2.0,1.08255200297
1.0,1.05032328984
2.0,1.83672939782
2.0,1.67450303554
1.0,1.11580234563
2.0,1.05032328984
1.0,1.00830142853
1.0,1.05883060582
1.0,1.73330111781
3.0,2.21406171096
1.0,1.32208813449
1.0,1.25705308479
1.0,1.31644738329
1.0,1.4529019468
1.0,1.29337086471
1.0,1.47998580943
1.0,1.02500722933
1.0,1.05883060582
1.0,1.08716532154
1.0,1.11526773438
1.0,1.02500722933
1.0,1.31106619683
1.0,1.06796551085
4.0,2.85571366508
1.0,1.13694060557
1.0,1.24111246279
1.0,1.19750421255
1.0,1.06737223638
1.0,1.19539583899
1.0,1.34125625584
1.0,1.21421214318
1.0,1.31007516453
1.0,1.634932295
1.0,1.35551082169
1.0,1.12048590215
1.0,1.09635018836
1.0,1.1446562109
1.0,1.03145306778
1.0,1.25635829672
1.0,1.02500722933
1.0,1.84093760051
1.0,1.10760134188
1.0,1.29337086471
1.0,1.19430519421
1.0,1.3941235616
1.0,1.45178806311
1.0,1.02949639166
1.0,1.4327552756
1.0,1.0463761436
2.0,2.3603709187
1.0,1.393152586
1.0,1.11218058775
1.0,1.13854477397
2.0,2.48700763009
1.0,1.54378688758
1.0,1.04834878788
1.0,1.11934262582
1.0,1.4680117278
1.0,1.14640574623
2.0,1.65330056198
1.0,2.25381342706
1.0,1.48414552019
4.0,1.11059510781
1.0,1.27112645814
1.0,1.09118859318
1.0,1.680765947
1.0,1.13908493475
1.0,1.24448190437
1.0,1.03988377054
1.0,1.11059510781
1.0,1.08255200297
1.0,1.08813497808
1.0,1.04834878788
1.0,1.02500722933
3.0,1.59777285815
1.0,1.82027322851
1.0,1.15053707956
4.0,2.5983964546
1.0,1.07394972733
1.0,1.16934202594
1.0,1.16521779136
1.0,1.2450303657
2.0,2.1839982981
1.0,1.00830142853
1.0,1.25189389827
1.0,1.01469460599
1.0,1.04185028843
2.0,1.69601178784
1.0,1.1594402023
1.0,1.55778184492
1.0,1.1228367185
1.0,1.1457910673
2.0,1.0
1.0,1.45501761305
5.0,3.80117394006
1.0,1.15260553275
1.0,1.03341160159
5.0,6.10797409169
1.0,1.07594818152
2.0,1.20854936255
1.0,2.99549464683
2.0,1.66592773011
2.0,1.07594818152
1.0,1.19915053793
4.0,2.96340853623
1.0,1.02500722933
1.0,1.42141665654
1.0,1.00830142853
1.0,1.12199095553
1.0,1.05684811979
1.0,1.54856861587
1.0,1.00830142853
1.0,1.03988377054
1.0,1.08716532154
1.0,1.17108332133
6.0,1.33495813848
1.0,1.07394972733
1.0,1.24238147106
1.0,1.30111002884
1.0,1.02949639166
2.0,1.79021041294
1.0,1.12607809977
1.0,1.13078315046
2.0,1.33000636278
1.0,1.33810205775
2.0,1.04185028843
1.0,1.06309181715
1.0,1.02500722933
1.0,1.5908345909
2.0,1.13915750638
1.0,1.32940002897
1.0,1.05684811979
1.0,1.11889451125
1.0,1.38763777008
1.0,1.63593115356
1.0,1.2635263674
1.0,1.45035139091
1.0,1.12510714267
1.0,1.04185028843
2.0,1.19055809461
1.0,1.02500722933
1.0,1.16684177913
1.0,1.14022267882
1.0,1.14372874051
1.0,1.1091693298
3.0,1.16038891062
2.0,1.14372874051
1.0,1.0
1.0,1.02500722933
1.0,1.01663717165
2.0,1.31891489807
1.0,1.0463761436
1.0,1.03341160159
1.0,1.3257543529
3.0,1.86506163332
1.0,1.00830142853
1.0,1.1091693298
1.0,1.25158335897
1.0,1.21201424705
1.0,1.3362159365
1.0,1.16206222177
2.0,1.76153606
1.0,1.14358816081
2.0,1.05883060582
1.0,1.26092845868
1.0,1.18153606
1.0,1.04185028843
1.0,1.28768695097
1.0,1.10450950939
1.0,1.50696670554
1.0,1.00830142853
1.0,1.39858139753
1.0,1.18845584744
1.0,1.15215080807
1.0,1.34672381373
1.0,1.15246440855
1.0,1.23618298629
1.0,1.05288872076
2.0,1.1594402023
1.0,1.17944179691
1.0,1.3122823114
1.0,1.06538176627
1.0,1.10188190437
2.0,1.69563135099
1.0,1.07594818152
1.0,1.08255200297
2.0,1.11309438236
1.0,1.09320301551
1.0,1.31664609096
1.0,1.17318594488
1.0,1.15952911846
1.0,1.20621232846
2.0,1.10450950939
1.0,1.29878305567
1.0,1.14275020177
2.0,1.09118859318
1.0,1.0
1.0,1.36410925795
2.0,1.87060429057
1.0,1.09148311541
2.0,1.71530468272
1.0,1.04185028843
1.0,1.33199359044
1.0,1.19707269835
1.0,1.35383374066
1.0,1.01663717165
1.0,1.13078315046
1.0,1.20024339236
1.0,1.07394972733
2.0,1.1911846649
1.0,1.11323307517
2.0,1.66093825012
1.0,1.05384297244
1.0,1.23404081874
2.0,1.69433235124
1.0,1.0
1.0,1.05937856336
1.0,1.07594818152
1.0,1.10160594524
1.0,1.23618298629
1.0,1.43818374676
1.0,1.09836936724
1.0,1.25048375695
1.0,1.40893302962
1.0,1.22161982618
1.0,1.00830142853
1.0,1.17663153371
1.0,1.07394972733
1.0,1.25485813977
1.0,1.18262877029
1.0,1.49296489957
1.0,1.08515647225
2.0,1.69367355127
1.0,1.13026046148
1.0,1.0230566796
1.0,1.17598189021
1.0,1.01663717165
1.0,1.30655694826
1.0,1.13504667305
1.0,1.23467872704
1.0,1.07195313083
1.0,1.77920866501
1.0,1.2238370153
1.0,1.42037171932
1.0,1.64634724492
1.0,1.05032328984
1.0,1.09985949796
2.0,1.76196191834
1.0,1.0659042856
2.0,1.3853733638
1.0,1.27234476655
1.0,1.02500722933
1.0,1.61200296949
1.0,1.17254833996
1.0,1.42293745503
1.0,1.6938871307
1.0,1.09320301551
1.0,1.02487414595
1.0,1.16365785145
1.0,1.28768695097
3.0,2.70340913056
1.0,1.82329590927
1.0,1.03690285707
1.0,1.16358381418
1.0,1.20024339236
1.0,1.25035873128
1.0,1.06737223638
1.0,1.02500722933
2.0,1.27880401222
1.0,1.12798484102
4.0,1.24661683326
4.0,1.24661683326
1.0,1.32591094009
1.0,1.06737223638
1.0,1.37353389993
2.0,1.09118859318
1.0,1.00830142853
1.0,1.14372874051
1.0,1.01663717165
1.0,1.11920355293
1.0,1.0
1.0,2.0479623441
1.0,1.24614392564
1.0,1.12607809977
1.0,1.14740146519
1.0,1.06140639909
1.0,1.18372201974
10.0,8.07740819233
1.0,1.38517898613
1.0,1.16122220176
1.0,1.10856471732
1.0,3.57873009777
1.0,1.0
1.0,1.00830142853
1.0,1.11323307517
1.0,1.19794508389
1.0,1.17254833996
1.0,1.10856471732
1.0,1.11995016993
1.0,1.13132146714
1.0,1.69717756782
1.0,1.45769960427
1.0,2.83071573199
1.0,1.17522198716
1.0,1.07195313083
1.0,1.14015007328
1.0,1.36174026071
1.0,1.11587417177
1.0,1.89994793423
1.0,1.0586021208
1.0,1.06737223638
3.0,2.09506404589
1.0,1.21736267085
1.0,1.05032328984
1.0,1.6503908348
1.0,1.0
1.0,1.04185028843
2.0,1.81576614784
2.0,1.62677127839
1.0,1.25100084276
1.0,1.32018939367
1.0,1.34253039096
2.0,1.65082306327
1.0,1.04185028843
1.0,1.05032328984
5.0,3.42469057205
1.0,1.61152912673
1.0,1.04185028843
1.0,1.06892656889
2.0,1.45319588635
1.0,1.06737223638
1.0,1.03341160159
1.0,1.08612523271
1.0,1.03341160159
2.0,1.08917602852
1.0,1.55901050735
3.0,1.00830142853
1.0,1.10856471732
1.0,1.11204196052
1.0,1.29745930928
3.0,1.14358816081
1.0,1.14847048406
1.0,1.05032328984
1.0,1.05018857296
1.0,1.04834878788
1.0,1.16421436997
1.0,1.01663717165
1.0,1.06538176627
1.0,1.1129987936
1.0,1.10143729899
1.0,1.43521474006
1.0,1.19813260776
1.0,1.36370951984
1.0,1.19970488726
2.0,1.2067522919
1.0,1.26091775674
1.0,1.00830142853
1.0,1.57009080024
1.0,1.05018857296
1.0,1.31294012891
1.0,1.01663717165
1.0,1.17217909773
1.0,1.10113061894
1.0,1.19750421255
1.0,1.05288872076
2.0,1.19055809461
1.0,1.25703472134
1.0,1.20658689224
2.0,1.58840006919
1.0,1.0230566796
1.0,1.00830142853
1.0,1.0
1.0,1.33474213608
1.0,1.18845584744
1.0,1.10399292911
2.0,2.14723618585
1.0,1.35404866025
2.0,1.09582025818
1.0,1.10203986368
1.0,1.13816537171
1.0,1.13694060557
1.0,1.20870510755
1.0,1.13908493475
1.0,1.07951050481
1.0,1.05018857296
2.0,1.03145306778
2.0,1.30876113073
2.0,1.04185028843
2.0,1.36574749666
1.0,1.17751277499
1.0,1.01663717165
1.0,1.06037870884
1.0,1.20189159892
1.0,1.20989313287
1.0,1.00830142853
2.0,1.45066201616
1.0,1.08455844123
1.0,1.12403359881
2.0,1.38943247025
1.0,1.14870528458
2.0,1.39057423609
2.0,1.05942150202
1.0,1.37363360185
1.0,1.36876927523
1.0,1.47003100117
1.0,1.06737223638
1.0,1.05883060582
1.0,1.06737223638
2.0,1.3151052336
1.0,1.01663717165
2.0,1.24557894787
1.0,1.48449591548
1.0,1.09477603648
1.0,1.42185806028
1.0,1.05883060582
1.0,1.37880708818
1.0,1.53205853635
1.0,1.46103387752
1.0,1.1170263675
1.0,1.27202508169
2.0,1.14060242379
1.0,1.24541090835
1.0,1.58427209026
1.0,1.29435111037
1.0,1.27494298086
1.0,1.04185028843
1.0,1.15752985852
1.0,1.01663717165
1.0,1.0230566796
1.0,1.03341160159
3.0,1.19961444379
1.0,1.01469460599
2.0,1.58389307269
2.0,1.49967420236
3.0,1.08716532154
1.0,1.01663717165
3.0,1.4006836437
1.0,1.20024339236
1.0,1.05883060582
1.0,1.6473717888
1.0,1.1003904038
1.0,1.13549801015
1.0,1.04185028843
1.0,1.13694060557
1.0,1.03145306778
1.0,1.31220442008
1.0,1.18635545795
2.0,1.30149904679
1.0,1.40147826677
1.0,1.24111246279
1.0,1.36542844468
2.0,1.36800103302
1.0,1.19055809461
1.0,1.06140639909
1.0,1.01663717165
1.0,1.21357954478
1.0,1.20597810673
1.0,1.02848427125
1.0,1.13694060557
1.0,1.33685762177
1.0,1.18153606
1.0,1.11106170752
1.0,1.54681287655
13.0,11.9256976003
13.0,11.9256976003
1.0,1.0
2.0,1.36544026553
1.0,1.15122057809
1.0,1.32165513984
1.0,1.0876931551
1.0,1.04185028843
1.0,1.36466114071
1.0,1.00830142853
1.0,1.0938034248
1.0,1.99071954958
2.0,1.02500722933
2.0,1.39384829314
1.0,1.06339315384
1.0,1.08977533109
1.0,1.01663717165
1.0,1.0
1.0,1.60236580156
2.0,1.6927420861
1.0,1.08442154634
1.0,1.32621838704
1.0,1.04185028843
1.0,1.16684177913
2.0,1.09320301551
1.0,1.18698092153
1.0,1.53306486745
1.0,1.09783894923
1.0,1.14121570956
2.0,1.21973169573
1.0,1.52621466888
1.0,1.05486749143
1.0,1.64545486898
1.0,1.33204406922
1.0,1.56213569343
1.0,1.1616789208
1.0,1.11934262582
1.0,1.28400829804
1.0,1.09985949796
2.0,1.87835445769
1.0,1.28482616263
1.0,1.33488240875
1.0,1.14372874051
1.0,1.60527164865
1.0,1.03341160159
1.0,1.23618298629
2.0,1.04834878788
2.0,1.0230566796
1.0,1.07854469949
2.0,1.21555895079
1.0,1.47868412335
1.0,1.04834878788
1.0,2.13503423647
1.0,1.26526105398
1.0,1.15260553275
1.0,1.03988377054
1.0,1.40265970557
2.0,1.07654383426
2.0,1.14152781839
1.0,1.12607809977
2.0,1.11068213091
1.0,1.19128929875
1.0,1.2362747979
1.0,1.35383952919
1.0,1.39748205802
1.0,1.03341160159
1.0,1.24493822954
1.0,1.33148328688
1.0,1.20143279704
1.0,1.81835069458
3.0,2.34080168618
1.0,1.16213552167
3.0,1.03341160159
2.0,1.08255200297
1.0,1.15836608897
1.0,1.0
2.0,1.10473435474
1.0,1.69538200746
1.0,1.99766484714
1.0,1.18434678883
1.0,1.21983406721
1.0,1.18843337052
1.0,1.30280943076
1.0,1.29206523728
1.0,1.50062235739
1.0,1.02848427125
1.0,1.11580234563
1.0,1.06892656889
1.0,1.11730425126
1.0,1.18096457425
1.0,1.02949639166
1.0,1.5049442335
1.0,1.12299547328
2.0,1.43955661166
1.0,1.0201
3.0,2.17155123491
1.0,1.09118859318
1.0,1.06538176627
1.0,1.1112156421
1.0,1.30298129884
2.0,1.05883060582
2.0,1.36308062034
1.0,1.31028362871
1.0,1.15053707956
1.0,1.01663717165
1.0,1.40534772116
4.0,3.40839537385
1.0,1.22580284531
1.0,1.0
1.0,1.43003776046
1.0,1.02500722933
1.0,1.17944179691
12.0,10.8347260303
1.0,1.19297011075
1.0,1.65295014792
1.0,1.09551436118
1.0,1.10450950939
2.0,1.60755201194
1.0,1.06236450199
1.0,1.09218479839
1.0,1.08917602852
1.0,1.08813497808
1.0,1.10841358996
1.0,1.18382780559
1.0,1.09582025818
1.0,1.01663717165
1.0,1.46498791125
1.0,1.05186516337
1.0,1.09320301551
2.0,1.82483385039
1.0,1.18107566331
1.0,1.20119579822
1.0,1.08054742239
1.0,1.2810119461
2.0,1.74813847382
1.0,1.0230566796
1.0,1.18169973372
1.0,1.12989075737
1.0,1.20462436855
1.0,1.05883060582
1.0,1.15591012285
1.0,1.04185028843
3.0,2.924405357
1.0,1.06538176627
1.0,1.02949639166
1.0,1.09276016471
1.0,1.07092034611
2.0,1.27282261941
1.0,1.07092034611
1.0,1.09551436118
1.0,1.1635949345
1.0,1.07803422792
2.0,1.47166621416
1.0,1.13680044368
1.0,1.01469460599
1.0,1.10856471732
1.0,1.0230566796
1.0,1.0
1.0,1.02949639166
2.0,1.18488183636
4.0,2.73783689233
1.0,1.00830142853
1.0,1.16151663956
1.0,1.30307522801
1.0,1.19104119827
1.0,2.13695574327
1.0,1.05288872076
3.0,1.14908588118
1.0,1.08455844123
1.0,1.0
1.0,1.85133484574
1.0,1.76042978603
1.0,1.12607809977
1.0,1.12079516351
1.0,1.54851031782
1.0,1.72464855232
1.0,1.05486749143
1.0,1.19650292886
1.0,1.33734743822
3.0,2.27031213868
1.0,1.41026178466
1.0,1.11251836562
1.0,1.08743615326
1.0,1.98194853259
1.0,1.00830142853
1.0,1.22976205669
1.0,1.01663717165
1.0,1.73608928603
1.0,1.22605112926
1.0,1.0463761436
1.0,1.44571253499
1.0,1.09060886577
1.0,1.14640574623
1.0,1.31247150544
1.0,1.13960965997
3.0,2.01138405797
1.0,1.08894429233
1.0,1.00830142853
1.0,1.13816537171
1.0,1.07654383426
1.0,1.53069722854
1.0,1.1976612959
1.0,1.13078315046
2.0,1.14022267882
1.0,1.45394087827
1.0,1.09320301551
1.0,1.11760772603
1.0,1.04834878788
1.0,1.38177785725
1.0,1.05883060582
3.0,1.31147411357
1.0,1.01663717165
1.0,1.25969357889
1.0,1.64016389741
2.0,1.52773010229
1.0,1.01663717165
1.0,1.14668385853
1.0,1.11526773438
1.0,1.0
2.0,1.14847048406
1.0,1.44480612127
1.0,1.11059510781
1.0,1.21421214318
1.0,1.10842631563
1.0,1.43377473049
1.0,1.40637299415
2.0,1.17101674433
1.0,1.05839477338
1.0,1.18528893474
1.0,1.10548686835
1.0,1.00830142853
1.0,1.40895580888
2.0,1.81413736789
1.0,1.21949031967
1.0,1.13177206307
5.0,3.62753909955
1.0,1.46288161052
1.0,1.10760134188
1.0,1.13960965997
1.0,1.22762546219
1.0,1.11120027365
2.0,1.40204302952
1.0,1.29930099072
1.0,1.41011760575
2.0,1.57957743059
1.0,1.06737223638
1.0,1.29931103011
1.0,1.09320301551
1.0,1.54650221643
1.0,1.18900771953
1.0,1.41416067459
1.0,1.28025165759
3.0,2.0503661807
1.0,1.59316244756
3.0,1.24111246279
1.0,1.03145306778
1.0,1.22851013632
2.0,1.32041037886
1.0,1.06737223638
2.0,1.33730192335
2.0,1.31147411357
1.0,1.42726119677
1.0,1.26028380409
1.0,1.05883060582
1.0,1.1572242074
1.0,1.26367915209
2.0,1.16837763961
1.0,1.09320301551
1.0,1.1216660819
1.0,1.15260553275
1.0,1.12944297349
1.0,1.62360654228
1.0,1.13680044368
30.0,29.0717574112
1.0,1.02500722933
1.0,1.24843181587
1.0,1.12736427774
1.0,1.38883589039
1.0,1.28221914654
1.0,1.04185028843
1.0,1.15352481426
1.0,2.03336248457
1.0,1.21145706075
1.0,1.5564168679
2.0,1.17441250923
1.0,1.33020119084
1.0,1.21783008589
1.0,1.19717792282
1.0,1.51173548903
1.0,1.06452121346
1.0,1.24669275305
1.0,1.45985296691
1.0,1.48425844366
1.0,1.00830142853
1.0,1.2174537809
1.0,1.14060242379
1.0,1.05032328984
1.0,1.04535575747
1.0,1.26028380409
2.0,1.36102769156
2.0,1.59000636278
1.0,1.2669453867
1.0,1.03341160159
1.0,1.12812445841
1.0,1.85420426768
1.0,1.03988377054
1.0,1.30941806521
1.0,1.18526894604
1.0,1.19391661159
1.0,1.20571089607
1.0,1.59285465323
1.0,1.61870898353
1.0,1.2450303657
1.0,1.10188190437
1.0,1.08716532154
1.0,1.30846401187
1.0,1.35882250994
1.0,1.01663717165
1.0,1.40773165333
1.0,1.0
1.0,1.03327797371
1.0,1.53868641448
1.0,1.40072352296
1.0,1.05486749143
1.0,1.03341160159
1.0,1.08455844123
1.0,1.49255066237
1.0,1.16629507595
1.0,1.34421755496
1.0,1.07594818152
1.0,1.09118859318
1.0,1.0525888762
1.0,1.27394853673
1.0,1.07854469949
1.0,1.7574018108
1.0,1.11995016993
1.0,1.34912294177
1.0,1.18488183636
1.0,1.24886216158
2.0,1.79286326522
1.0,1.3714246346
1.0,1.52794748828
1.0,1.05032328984
1.0,1.22921696911
1.0,1.41971052197
1.0,1.03145306778
1.0,1.34043325211
1.0,1.05684811979
1.0,1.08813497808
1.0,1.39639612097
1.0,1.09118859318
2.0,1.24669275305
1.0,1.05883060582
1.0,1.09725735663
2.0,1.1457910673
1.0,1.22612642022
1.0,1.95925044581
1.0,1.3586366857
1.0,1.09741765054
1.0,1.23618298629
1.0,1.13960965997
1.0,1.09985949796
1.0,1.25851973952
1.0,1.27551457865
2.0,1.24082312515
1.0,1.11995016993
1.0,1.26526105398
1.0,1.00830142853
1.0,1.14946709909
1.0,1.06167400328
1.0,1.0
1.0,1.07854469949
1.0,1.05186516337
1.0,1.39467022696
2.0,1.3151052336
1.0,1.08455844123
3.0,1.19009594333
1.0,1.06737223638
1.0,1.17140030581
1.0,1.33480373812
1.0,1.08255200297
1.0,1.0
1.0,1.80796754592
1.0,1.22161982618
1.0,1.16151663956
2.0,1.22015674687
1.0,1.15053707956
1.0,1.38567757552
2.0,1.24399314108
1.0,1.05736854249
1.0,1.43270505462
1.0,1.19539583899
3.0,3.0
3.0,3.0
4.0,2.63783767671
1.0,1.50089632126
1.0,1.03988377054
1.0,1.03988377054
1.0,1.06737223638
1.0,1.16136631755
1.0,1.07520579131
1.0,1.2871647437
1.0,1.04171611605
1.0,1.15888648812
1.0,1.167919814
1.0,1.05684811979
1.0,1.07381350364
1.0,1.01663717165
1.0,1.00830142853
1.0,1.22558213906
1.0,1.18216025202
1.0,1.07092034611
1.0,1.10856471732
2.0,1.78894837878
1.0,1.39267057183
1.0,1.24129645517
1.0,1.06070852721
1.0,1.09097497462
1.0,1.01663717165
1.0,1.70688010958
1.0,1.26334575115
1.0,1.32954975687
1.0,1.02500722933
2.0,1.76876565569
1.0,1.11323307517
1.0,1.34547039256
1.0,1.14175650349
5.0,4.03808756942
2.0,1.66148421341
1.0,1.29567187507
1.0,1.0
1.0,1.60140373417
1.0,1.05883060582
2.0,1.51346427414
1.0,1.29904788518
11.0,10.1967311312
1.0,1.0659042856
1.0,1.16365785145
1.0,1.08799785766
1.0,1.15260553275
1.0,1.46173336872
1.0,1.10548686835
1.0,1.22485519533
1.0,1.16899834664
1.0,1.45811666448
1.0,1.49238765329
1.0,1.14220917254
1.0,1.12873438079
1.0,1.39076944133
1.0,1.12154231111
2.0,1.66216059003
2.0,1.73453355883
1.0,1.03341160159
1.0,1.14046203636
1.0,1.11309438236
1.0,1.19105710926
1.0,1.16476058532
1.0,1.17992264012
1.0,1.1416682714
1.0,1.02848427125
1.0,1.0230566796
2.0,1.04535575747
1.0,1.05032328984
1.0,1.07172323423
1.0,1.04185028843
2.0,1.09582025818
1.0,1.24454149471
1.0,1.24278848617
1.0,1.30721332939
1.0,1.28187690821
1.0,1.0463761436
1.0,1.11059510781
1.0,1.21633703825
1.0,1.00830142853
1.0,1.00830142853
1.0,1.03341160159
1.0,1.04185028843
1.0,1.2680468613
1.0,1.41645378861
1.0,1.27926335711
1.0,1.14832961324
1.0,1.18900771953
2.0,1.05883060582
1.0,1.12403359881
2.0,1.79467584361
2.0,1.32778435448
1.0,2.01484552022
1.0,1.20887065233
2.0,1.86997860054
2.0,1.86997860054
5.0,3.2565962798
2.0,1.09985949796
1.0,1.07750874351
1.0,1.07601195247
1.0,1.22272286954
1.0,1.23221916574
2.0,1.05032328984
1.0,1.17944179691
1.0,1.54370306323
2.0,1.79011943661
2.0,1.73707307247
1.0,1.02487414595
1.0,1.09105128048
2.0,1.51308046126
1.0,1.25293441077
1.0,1.16947214973
1.0,1.12297601692
1.0,1.07937392889
1.0,1.04834878788
1.0,1.0659042856
1.0,1.57957743059
1.0,1.04185028843
1.0,1.05032328984
1.0,1.05912072862
1.0,1.34663972772
2.0,1.09985949796
1.0,1.16345313911
1.0,1.10188190437
1.0,1.0463761436
1.0,1.03341160159
4.0,2.92118617726
2.0,1.58374467498
1.0,1.08455844123
1.0,1.85530438666
1.0,1.15033179937
1.0,1.01663717165
1.0,1.28048365442
1.0,1.0
1.0,1.18749217069
2.0,1.21357954478
1.0,1.2866885395
1.0,1.13283377782
2.0,1.65330056198
1.0,1.10399292911
1.0,1.03341160159
1.0,1.20784860403
1.0,1.11251836562
1.0,1.14435846204
3.0,1.29662240248
1.0,1.11120027365
1.0,1.15430942649
1.0,1.06538176627
1.0,1.302797664
1.0,1.31237690672
1.0,1.12670294397
3.0,1.21421214318
1.0,1.218463791
1.0,1.10143729899
1.0,1.24128021208
1.0,1.36984020127
1.0,1.11421428535
1.0,1.11730425126
1.0,3.00595833161
1.0,1.21145706075
1.0,1.21698643809
3.0,1.24924328933
1.0,1.0230566796
1.0,1.09789267203
1.0,1.20456116094
1.0,1.00830142853
1.0,1.30607280383
1.0,1.30204427548
1.0,1.1021778661
1.0,1.22059240143
2.0,1.68040986414
1.0,1.56306704706
1.0,1.17524766784
3.0,1.36976062006
1.0,1.90433964277
1.0,1.37084900347
1.0,1.0
1.0,1.32390565096
2.0,1.07195313083
1.0,1.09531338207
1.0,1.06737223638
2.0,1.11251836562
1.0,1.08455844123
2.0,1.01663717165
1.0,1.05736854249
1.0,1.16357269391
1.0,1.06965612646
1.0,1.08054742239
1.0,1.18061535634
1.0,1.02949639166
1.0,1.210069887
1.0,1.08054742239
1.0,1.05032328984
1.0,1.05883060582
2.0,1.11059510781
1.0,1.22976205669
2.0,1.06309181715
1.0,1.40272296968
1.0,1.14110179495
1.0,1.45565524716
1.0,1.62580921794
1.0,1.01663717165
1.0,1.05032328984
1.0,1.03341160159
1.0,1.16837763961
1.0,1.1594402023
1.0,1.05384297244
1.0,1.02500722933
1.0,1.17031984774
1.0,1.41687703638
3.0,2.34310321799
1.0,1.14381705218
1.0,1.18590999974
1.0,1.29007938077
1.0,1.04185028843
2.0,1.17046206094
2.0,1.26575397723
1.0,1.27564657919
1.0,1.15053707956
1.0,1.69531381208
1.0,1.03988377054
1.0,1.09320301551
1.0,1.10856471732
3.0,2.75176914536
1.0,1.29777540369
1.0,1.05032328984
2.0,1.29826317785
1.0,1.01663717165
1.0,1.57825526538
1.0,1.07247725896
1.0,1.34470871776
1.0,1.069958392
1.0,1.01663717165
1.0,1.04185028843
1.0,1.08054742239
1.0,1.28550059433
1.0,1.15629247099
1.0,1.08455844123
1.0,1.3683532754
2.0,1.73719974941
3.0,1.5857064669
1.0,1.11059510781
1.0,1.19611388335
1.0,1.0
1.0,1.19173717013
1.0,1.02500722933
1.0,1.10856471732
1.0,1.22459536668
1.0,1.20196920251
1.0,1.07394972733
1.0,1.77075091301
1.0,1.07824122346
1.0,1.16638833614
1.0,1.18908186437
1.0,1.07594818152
1.0,1.08255200297
1.0,1.0
1.0,1.1112156421
1.0,1.00830142853
1.0,1.2499062707
1.0,1.34501290673
1.0,1.00830142853
4.0,3.00883621877
1.0,1.39371566889
1.0,1.23832290529
1.0,1.00830142853
2.0,1.52328787988
2.0,1.66632365007
1.0,1.0376214051
1.0,1.10450950939
1.0,1.19328932311
2.0,1.18526894604
1.0,1.19107957038
1.0,1.33496741599
2.0,1.14815732414
5.0,2.12796586128
3.0,2.6166367813
3.0,1.59777285815
1.0,1.12593860907
